school_name,longitude,latitude,education_level,country_iso3_code,giga_id_school,school_data_source
AIC MOROP GIRLS' SECONDARY SCHOOL,35.9421501159668,-0.11630000174045563,Secondary,KEN,85fa85dd-8954-389f-9f58-01d61fa51b6d,
AIC MOSORIOT SECONDARY SCHOOL,35.167598724365234,0.302729994058609,Secondary,KEN,07fa8aa2-a548-3768-85bd-fe618a759ffe,
AIC MUISUNI MIXED SECONDARY SCHOOL,37.36750030517578,-1.3107999563217163,Secondary,KEN,3909a998-d74e-3bea-aa71-5eb67546042c,
A.I.C MUMETET SECONDARY SCHOOL,35.30208969116211,0.7328000068664551,Secondary,KEN,879ad8f1-4e15-36a7-8690-376a0dedad06,
A.I.C MUNYUNI MIXED DAY SECONDARY SCHOOL,38.233360290527344,1.0596200227737427,Secondary,KEN,aa6bf89c-9d81-381e-8173-2769e9aabc94,
AIC MUTWOT SECONDARY SCHOOL,35.167598724365234,0.302729994058609,Secondary,KEN,3652a072-498b-3ce9-aaa6-15add801331b,
A.I.C MWASUMA SECONDARY SCHOOL,38.24617004394531,-0.7704799771308899,Secondary,KEN,100ec6d3-5b0a-3405-b3de-f74ee25bd836,
A I C MWATATI SECONDARY SCHOOL,37.33905792236328,-1.262550711631775,Secondary,KEN,a1592880-5241-3460-b45a-41ef0b99c4f1,
A.I.C NAISAMBU GIRLS SECONDARY SCHOOL,35.05536651611328,1.0185519456863403,Secondary,KEN,d0a30012-09b3-3a24-9d5a-3e023ef759c8,
A.I.C. NAKURU ACADEMY,36.05458068847656,0.29162999987602234,Primary,KEN,d92b45f0-36e2-3281-8b00-3fcb944a7263,
AIC NDABARNACH SECONDARY SCHOOL,35.144779205322266,0.8584051728248596,Secondary,KEN,fbd3a43f-7c2e-3d9c-98c8-a42ce8d1ca8f,
A.I.C NGELANI MIXED SECONDARY SCHOOL,37.25148010253906,-1.4256130456924438,Secondary,KEN,62142bfb-d7a9-3b9f-972d-2195d4d2d851,
A.I.C NGONG HILLS SECONDARY SCHOOL,36.648048400878906,-1.369493007659912,Secondary,KEN,1ca925db-a740-38d2-9846-d86d5fa0f5cc,
A.I.C NTHINGINI SECONDARY SCHOOL,37.3762092590332,-0.8014600276947021,Secondary,KEN,8997fe8d-04b1-35c8-b96f-01c7caeab775,
A I C PHILEMON CHELAGAT GIRLS,35.71009826660156,0.4486350119113922,Secondary,KEN,ef3cb9b5-d36e-3854-b5bd-a00238963a3d,
AIC SARAMEE,35.369422912597656,1.1643445491790771,Primary,KEN,6d995005-dcff-3963-961b-92f01f9a3a18,
A.I.C SARAMEK SECONDARY SCHOOL,35.2599983215332,0.828000009059906,Secondary,KEN,f568b4c2-8dce-350f-9675-492c4ed369d8,
A. I. C. SEIYOT SECONDARY SCHOOL,35.164398193359375,0.5843999981880188,Secondary,KEN,9d4bea18-b28b-31c6-a577-355fd1c0cd23,
AIC SULTAN HAMUD SECONDARY SCHOOL,37.38309860229492,-2.015310049057007,Secondary,KEN,996c3a86-f35b-33c0-b44d-c94e6222b374,
AIC SUNRISE PRIMARY SCHOOL,35.63779830932617,0.9703800082206726,Primary,KEN,95c90c5f-a4d9-36da-96e9-598239518b15,
A.I.C. TELDET SECONDARY SCHOOL,35.18708038330078,0.7916653752326965,Secondary,KEN,d5dc401d-bf19-37fb-93e4-c4adc3e6bc70,
A.I.C. TINDIRET ACADEMY,35.36899948120117,0.010300000198185444,Primary,KEN,4fe683c8-a86b-3d6f-83d9-fa7fc40d95a6,
A I C TULWET SECONDARY SCHOOL,35.34589385986328,0.24619050323963165,Secondary,KEN,867c94c2-dc17-3769-8608-71b58add1f33,
A.I.C  YUMBU MIXED DAY SECONDARY SCHOOL,38.24620056152344,-0.9478600025177002,Secondary,KEN,72509fc2-18ff-310c-8713-5630539e6459,
AINABKOI SECONDARY SCHOOL,35.43450164794922,0.21535900235176086,Secondary,KEN,326f3aff-b13f-3d73-805a-ed8e14c724c7,
AINABKOI SUB COUNTY PRIVATE CENTRE,35.269779205322266,0.5142769813537598,Secondary,KEN,eb47b2f1-1bed-36fa-ae98-a718e685cfaa,
AINAMOI SECONDARY SCHOOL,35.26913833618164,-0.29333001375198364,Secondary,KEN,3b1fa7a4-d6bd-3fdb-b425-bfc45f06ddb2,
AINAPKOI,35.213294982910156,-0.42604905366897583,Primary,KEN,ae48e71f-45cb-3383-ba5a-257613b64f24,
